nombre,apellido,nickname,codigociudad,total-ganancias,juego,genero
Peter,Rasmussen,dupreeh,dk,1822989.41,Counter-Strike: Global Offensive,First-Person Shooter
Andreas,Højsleth,Xyp9x,dk,1799288.57,Counter-Strike: Global Offensive,First-Person Shooter
Nicolai,Reedtz,dev1ce,dk,1787489.88,Counter-Strike: Global Offensive,First-Person Shooter
Lukas,Rossander,gla1ve,dk,1652350.75,Counter-Strike: Global Offensive,First-Person Shooter
Emil,Reif,Magisk,dk,1416448.64,Counter-Strike: Global Offensive,First-Person Shooter
Jakey,Yip,Stewie2k,us,1087340.0,Counter-Strike: Global Offensive,First-Person Shooter
Epitácio,de Melo,TACO,br,1063858.27,Counter-Strike: Global Offensive,First-Person Shooter
Fernando,Alvarenga,fer,br,1063038.92,Counter-Strike: Global Offensive,First-Person Shooter
Gabriel,Toledo,FalleN,br,1059938.92,Counter-Strike: Global Offensive,First-Person Shooter
Marcelo,David,coldzera,br,1021901.46,Counter-Strike: Global Offensive,First-Person Shooter
Keith,Markovic,NAF,ca,982765.66,Counter-Strike: Global Offensive,First-Person Shooter
Finn,Andersen,karrigan,dk,964635.39,Counter-Strike: Global Offensive,First-Person Shooter
Jonathan,Jablonowski,ELiGE,us,930696.42,Counter-Strike: Global Offensive,First-Person Shooter
Nick,Cannella,nitr0,us,920151.73,Counter-Strike: Global Offensive,First-Person Shooter
Jesper,Wecksell,JW,se,897760.68,Counter-Strike: Global Offensive,First-Person Shooter
Olof,Kajbjer,olofmeister,se,880011.52,Counter-Strike: Global Offensive,First-Person Shooter
Robin,Rönnquist,flusha,se,877668.95,Counter-Strike: Global Offensive,First-Person Shooter
Freddy,Johansson,KRiMZ,se,867823.34,Counter-Strike: Global Offensive,First-Person Shooter
Russel,Van Dulken,Twistzz,ca,835376.43,Counter-Strike: Global Offensive,First-Person Shooter
Dan,Madesclaire,apEX,fr,814852.39,Counter-Strike: Global Offensive,First-Person Shooter
Nathan,Schmitt,NBK,fr,805444.66,Counter-Strike: Global Offensive,First-Person Shooter
Ladislav,Kovács,GuardiaN,sk,798520.8,Counter-Strike: Global Offensive,First-Person Shooter
Tarik,Celik,tarik,us,780039.21,Counter-Strike: Global Offensive,First-Person Shooter
Håvard,Nygaard,rain,no,763799.57,Counter-Strike: Global Offensive,First-Person Shooter
Nikola,Kovač,NiKo,ba,762802.56,Counter-Strike: Global Offensive,First-Person Shooter
Egor,Vasilyev,flamie,ru,732920.07,Counter-Strike: Global Offensive,First-Person Shooter
Kenny,Schrub,kennyS,fr,713086.68,Counter-Strike: Global Offensive,First-Person Shooter
Daniil,Teslenko,Zeus,ua,689568.7,Counter-Strike: Global Offensive,First-Person Shooter
Alexander,Kostylev,s1mple,ua,677155.31,Counter-Strike: Global Offensive,First-Person Shooter
Richard,Papillon,shox,fr,660640.55,Counter-Strike: Global Offensive,First-Person Shooter
Janusz,Pogorzelski,snax,pl,653938.44,Counter-Strike: Global Offensive,First-Person Shooter
Markus,Kjærbye,Kjaerbye,dk,617000.5,Counter-Strike: Global Offensive,First-Person Shooter
Ioann,Sukharev,Edward,ua,613854.6,Counter-Strike: Global Offensive,First-Person Shooter
Filip,Kubski,neo,pl,606880.52,Counter-Strike: Global Offensive,First-Person Shooter
Chris,de Jong,chrisJ,nl,596748.79,Counter-Strike: Global Offensive,First-Person Shooter
Wiktor,Wojtas,TaZ,pl,591510.89,Counter-Strike: Global Offensive,First-Person Shooter
Will,Wierzba,Rush,us,586616.0,Counter-Strike: Global Offensive,First-Person Shooter
Jarosław,Jarząbkowski,pashaBiceps,pl,577382.35,Counter-Strike: Global Offensive,First-Person Shooter
Paweł,Bieliński,byali,pl,574103.56,Counter-Strike: Global Offensive,First-Person Shooter
Patrik,Lindberg,f0rest,se,547205.97,Counter-Strike: Global Offensive,First-Person Shooter
Denis,Sharipov,electroNic,ru,531541.99,Counter-Strike: Global Offensive,First-Person Shooter
Christopher,Alesund,GeT_RiGhT,se,517888.39,Counter-Strike: Global Offensive,First-Person Shooter
Richard,Landström,Xizt,se,513805.74,Counter-Strike: Global Offensive,First-Person Shooter
Robin,Kool,ropz,ee,506010.74,Counter-Strike: Global Offensive,First-Person Shooter
Cédric,Guipouy,RpK,fr,498887.62,Counter-Strike: Global Offensive,First-Person Shooter
Vincent,Schopenhauer,Happy,fr,485910.46,Counter-Strike: Global Offensive,First-Person Shooter
Peter,Jarguz,stanislaw,ca,481487.38,Counter-Strike: Global Offensive,First-Person Shooter
Jonas,Olofsson,Lekr0,se,464499.26,Counter-Strike: Global Offensive,First-Person Shooter
Timothy,Ta,autimatic,us,449799.56,Counter-Strike: Global Offensive,First-Person Shooter
Maikil,Selim,Golden,se,448642.48,Counter-Strike: Global Offensive,First-Person Shooter
Tyler,Latham,Skadoodle,us,437479.98,Counter-Strike: Global Offensive,First-Person Shooter
Aleksi,Jalli,allu,fi,418492.59,Counter-Strike: Global Offensive,First-Person Shooter
Renè,Borg,cajunb,dk,417465.86,Counter-Strike: Global Offensive,First-Person Shooter
Dauren,Kystaubayev,AdreN,kz,414305.65,Counter-Strike: Global Offensive,First-Person Shooter
Adam,Friberg,friberg,se,407662.41,Counter-Strike: Global Offensive,First-Person Shooter
Kristian,Wienecke,k0nfig,dk,403005.81,Counter-Strike: Global Offensive,First-Person Shooter
Vincent,Cayonte,Brehze,us,391973.94,Counter-Strike: Global Offensive,First-Person Shooter
Ethan,Arnold,nahtE,us,389680.38,Counter-Strike: Global Offensive,First-Person Shooter
Lincoln,Lau,fnx,br,387551.81,Counter-Strike: Global Offensive,First-Person Shooter
Ricardo,Prass,boltz,br,382208.97,Counter-Strike: Global Offensive,First-Person Shooter
Fabien,Fiey,KIOSHIMA,fr,378500.99,Counter-Strike: Global Offensive,First-Person Shooter
Cvetelin,Nikolov,CeRq,bg,375765.04,Counter-Strike: Global Offensive,First-Person Shooter
Dennis,Edman,dennis,se,361678.02,Counter-Strike: Global Offensive,First-Person Shooter
Mathias,Lauridsen,MSL,dk,349557.33,Counter-Strike: Global Offensive,First-Person Shooter
Denis,Kostin,seized,ru,339091.34,Counter-Strike: Global Offensive,First-Person Shooter
Tomáš,Šťastný,oskar,cz,335508.19,Counter-Strike: Global Offensive,First-Person Shooter
Mathieu,Herbaut,ZywOo,fr,333711.15,Counter-Strike: Global Offensive,First-Person Shooter
Philip,Aistrup,aizy,dk,332671.67,Counter-Strike: Global Offensive,First-Person Shooter
Miikka,Kemppi,suNny,fi,326080.0,Counter-Strike: Global Offensive,First-Person Shooter
Valdemar,Vangså,Valde,dk,323423.04,Counter-Strike: Global Offensive,First-Person Shooter
João,Vasconcellos,felps,br,323127.22,Counter-Strike: Global Offensive,First-Person Shooter
Mikhail,Stolyarov,Dosia,ru,307601.25,Counter-Strike: Global Offensive,First-Person Shooter
Can,Dörtkardes,XANTARES,tr,307129.97,Counter-Strike: Global Offensive,First-Person Shooter
Alexandre,Pianaro,bodyy,fr,306178.43,Counter-Strike: Global Offensive,First-Person Shooter
Martin,Styk,STYKO,sk,305655.12,Counter-Strike: Global Offensive,First-Person Shooter
Özgür,Eker,woxic,tr,302884.33,Counter-Strike: Global Offensive,First-Person Shooter
Fredrik,Sterner,REZ,se,284845.29,Counter-Strike: Global Offensive,First-Person Shooter
Aleksi,Virolainen,Aleksib,fi,276730.92,Counter-Strike: Global Offensive,First-Person Shooter
Alexey,Golubev,Qikert,kz,275404.13,Counter-Strike: Global Offensive,First-Person Shooter
Rustem,Tlepov,mou,kz,273859.49,Counter-Strike: Global Offensive,First-Person Shooter
Timur,Tulepov,Buster,kz,273784.13,Counter-Strike: Global Offensive,First-Person Shooter
Ali,Dzhami,Jame,ru,273117.72,Counter-Strike: Global Offensive,First-Person Shooter
Christophe,Xia,SIXER,fr,272602.0,Counter-Strike: Global Offensive,First-Person Shooter
Abay,Khasenov,HObbit,kz,269977.5,Counter-Strike: Global Offensive,First-Person Shooter
Edouard,Dubourdeaux,SmithZz,fr,269446.78,Counter-Strike: Global Offensive,First-Person Shooter
David,Čerňanský,frozen,sk,265131.4,Counter-Strike: Global Offensive,First-Person Shooter
Valentin,Vasilev,poiz0n,bg,260987.54,Counter-Strike: Global Offensive,First-Person Shooter
Damian,Steele,daps,ca,260797.63,Counter-Strike: Global Offensive,First-Person Shooter
Simon,Eliasson,twist,se,260721.09,Counter-Strike: Global Offensive,First-Person Shooter
Henrique,Teles,hen1,br,256374.45,Counter-Strike: Global Offensive,First-Person Shooter
Adil,Benrlitom,ScreaM,be,249663.46,Counter-Strike: Global Offensive,First-Person Shooter
Oscar,Cañellas,mixwell,es,247538.65,Counter-Strike: Global Offensive,First-Person Shooter
Johannes,Wodarz,tabseN,de,247248.57,Counter-Strike: Global Offensive,First-Person Shooter
Alex,McMeekin,ALEX,gb,245208.72,Counter-Strike: Global Offensive,First-Person Shooter
Damian,Kisłowski,Furlan,pl,244070.27,Counter-Strike: Global Offensive,First-Person Shooter
HaoWen,Xu,somebody,cn,242273.51,Counter-Strike: Global Offensive,First-Person Shooter
Jordan,Gilbert,n0thing,us,239956.42,Counter-Strike: Global Offensive,First-Person Shooter
Karol,Rodowicz,rallen,pl,234332.17,Counter-Strike: Global Offensive,First-Person Shooter
Francois,Delaunay,Amanek,fr,233210.47,Counter-Strike: Global Offensive,First-Person Shooter
Sanjar,Kuliev,SANJI,uz,232167.42,Counter-Strike: Global Offensive,First-Person Shooter
Johan,Sundstein,N0tail,dk,6952596.58,Dota 2,Multiplayer Online Battle Arena
Jesse,Vainikka,JerAx,fi,6470000.02,Dota 2,Multiplayer Online Battle Arena
Anathan,Pham,ana,au,6000411.96,Dota 2,Multiplayer Online Battle Arena
Sébastien,Debs,Ceb,fr,5554297.41,Dota 2,Multiplayer Online Battle Arena
Topias,Taavitsainen,Topson,fi,5470902.57,Dota 2,Multiplayer Online Battle Arena
Kuro,Takhasomi,KuroKy,de,5193382.81,Dota 2,Multiplayer Online Battle Arena
Amer,Al-Barkawi,Miracle-,jo,4798043.68,Dota 2,Multiplayer Online Battle Arena
Ivan,Ivanov,MinD_ContRoL,bg,4579118.16,Dota 2,Multiplayer Online Battle Arena
Maroun,Merhej,GH,lb,4193412.69,Dota 2,Multiplayer Online Battle Arena
Lasse,Urpalainen,Matumbaman,fi,3765369.04,Dota 2,Multiplayer Online Battle Arena
Sumail,Hassan,SumaiL,pk,3608317.34,Dota 2,Multiplayer Online Battle Arena
Saahil,Arora,UNiVeRsE,us,3057237.67,Dota 2,Multiplayer Online Battle Arena
Peter,Dager,ppd,us,2995619.62,Dota 2,Multiplayer Online Battle Arena
Lu,Yao,Somnus丶M,cn,2984982.14,Dota 2,Multiplayer Online Battle Arena
Linsen,Xu,fy,cn,2894690.34,Dota 2,Multiplayer Online Battle Arena
Clement,Ivanov,Puppey,ee,2864004.17,Dota 2,Multiplayer Online Battle Arena
Clinton,Loomis,Fear,us,2551657.34,Dota 2,Multiplayer Online Battle Arena
Gustav,Magnusson,s4,se,2545626.14,Dota 2,Multiplayer Online Battle Arena
Ludwig,Wåhlberg,Zai,se,2504134.31,Dota 2,Multiplayer Online Battle Arena
Tal,Aizik,Fly,il,2381155.91,Dota 2,Multiplayer Online Battle Arena
Aliwi,Omar,w33,ro,2275625.58,Dota 2,Multiplayer Online Battle Arena
Artour,Babaev,Arteezy,ca,2257053.21,Dota 2,Multiplayer Online Battle Arena
Chunyu,Wang,Ame,cn,2244012.27,Dota 2,Multiplayer Online Battle Arena
Zhang,Yiping,y`,cn,2097095.28,Dota 2,Multiplayer Online Battle Arena
Zhang,Ruida,Faith_bian,cn,2078534.86,Dota 2,Multiplayer Online Battle Arena
Andreas,Nielsen,Cr1t,dk,2007841.6,Dota 2,Multiplayer Online Battle Arena
Kurtis,Ling,Aui_2000,ca,2006311.11,Dota 2,Multiplayer Online Battle Arena
Peng,Li,iceice,cn,2002159.51,Dota 2,Multiplayer Online Battle Arena
Chu,Zeyu,Shadow,cn,1982225.7,Dota 2,Multiplayer Online Battle Arena
Zhou,Yang,bLink,cn,1960956.47,Dota 2,Multiplayer Online Battle Arena
Jianwei,Yap,xNova,my,1882492.98,Dota 2,Multiplayer Online Battle Arena
Shenyi,Yang,Chalice,cn,1848849.88,Dota 2,Multiplayer Online Battle Arena
Ning,Zhang,xiao8,cn,1830094.33,Dota 2,Multiplayer Online Battle Arena
Damien,Chok,kpii,au,1809225.3,Dota 2,Multiplayer Online Battle Arena
Roman,Kushnarev,RAMZES666,ru,1787796.92,Dota 2,Multiplayer Online Battle Arena
Liangzhi,Hu,KaKa,cn,1787083.53,Dota 2,Multiplayer Online Battle Arena
Yeik Nai,Zheng,MidOne,my,1781891.47,Dota 2,Multiplayer Online Battle Arena
Alexei,Berezin,Solo,ru,1778125.61,Dota 2,Multiplayer Online Battle Arena
Zhihao,Chen,Hao,cn,1755205.74,Dota 2,Multiplayer Online Battle Arena
Hongda,Zeng,Faith,cn,1745944.26,Dota 2,Multiplayer Online Battle Arena
Pavel,Khvastunov,9pasha,ru,1713179.57,Dota 2,Multiplayer Online Battle Arena
Vladimir,Minenko,Noone,ua,1617323.45,Dota 2,Multiplayer Online Battle Arena
Junhao,Xie,Super,cn,1598492.49,Dota 2,Multiplayer Online Battle Arena
Daryl Pei Xiang,Koh,iceiceice,sg,1553261.96,Dota 2,Multiplayer Online Battle Arena
Yazied,Jaradat,YapzOr,jo,1533698.67,Dota 2,Multiplayer Online Battle Arena
Rasmus,Fillipsen,MiSeRy,dk,1484921.92,Dota 2,Multiplayer Online Battle Arena
Roman,Fominok,Resolut1on,ua,1460470.75,Dota 2,Multiplayer Online Battle Arena
Chao,Lu,Fenrir,cn,1402208.92,Dota 2,Multiplayer Online Battle Arena
Pan,Zhang,Mu,cn,1386339.43,Dota 2,Multiplayer Online Battle Arena
Zhicheng,Zhang,LaNm,cn,1348804.67,Dota 2,Multiplayer Online Battle Arena
Fa Ming,Liang,DDC,mo,1337308.37,Dota 2,Multiplayer Online Battle Arena
Vladimir,Nikogosyan,RodjER,ru,1325834.13,Dota 2,Multiplayer Online Battle Arena
Adrian,Trinks,FATA,de,1314968.82,Dota 2,Multiplayer Online Battle Arena
Chun,Song,Sccc,cn,1272450.74,Dota 2,Multiplayer Online Battle Arena
Wang,Jiao,Banana,cn,1271085.0,Dota 2,Multiplayer Online Battle Arena
Xu,Han,Moogy,cn,1221917.1,Dota 2,Multiplayer Online Battle Arena
Jiajun,Liu,Sylar,cn,1212757.14,Dota 2,Multiplayer Online Battle Arena
Ren,Yangwei,eLeVeN,cn,1211710.47,Dota 2,Multiplayer Online Battle Arena
Zhaohui,Wang,SanSheng,cn,1202225.88,Dota 2,Multiplayer Online Battle Arena
Zhengzheng,Yao,Yao,cn,1186002.61,Dota 2,Multiplayer Online Battle Arena
Zengrong,Lei,MMY!,cn,1100271.44,Dota 2,Multiplayer Online Battle Arena
Bin,Fu,Q,cn,1081544.74,Dota 2,Multiplayer Online Battle Arena
Martin,Sazdov,Saksa,mk,1046689.75,Dota 2,Multiplayer Online Battle Arena
Yee Fung,Chai,Mushi,my,1023582.18,Dota 2,Multiplayer Online Battle Arena
Chengjun,Zhang,Paparazi,cn,1001723.8,Dota 2,Multiplayer Online Battle Arena
Johan,Åström,pieliedie,se,989390.86,Dota 2,Multiplayer Online Battle Arena
Jacky,Mao,EternaLEnVy,ca,987072.69,Dota 2,Multiplayer Online Battle Arena
Michał,Jankowski,Nisha,pl,933853.71,Dota 2,Multiplayer Online Battle Arena
Ilya,Ilyuk,Lil,ua,917449.86,Dota 2,Multiplayer Online Battle Arena
Zheng,Sun,Agressif,cn,871452.21,Dota 2,Multiplayer Online Battle Arena
Zhilei,Xu,BurNIng,cn,865656.21,Dota 2,Multiplayer Online Battle Arena
David,Tan,MoonMeander,ca,845345.4,Dota 2,Multiplayer Online Battle Arena
Jiaoyang,Zeng,Ori,cn,830696.89,Dota 2,Multiplayer Online Battle Arena
David,Hull,Moo,us,822916.86,Dota 2,Multiplayer Online Battle Arena
Haiyang,Zhou,Yang,cn,821961.68,Dota 2,Multiplayer Online Battle Arena
Peng,Du,Monet,cn,813169.73,Dota 2,Multiplayer Online Battle Arena
Danil,Ishutin,Dendi,ua,801915.23,Dota 2,Multiplayer Online Battle Arena
Djardel Jicko,Mampusti,DJ,ph,798597.31,Dota 2,Multiplayer Online Battle Arena
Tue Soon,Chuan,Ah-fu,my,781396.55,Dota 2,Multiplayer Online Battle Arena
Fan,Bai,rOtK,cn,780761.31,Dota 2,Multiplayer Online Battle Arena
Timothy,Randrup,Tims,ph,770563.75,Dota 2,Multiplayer Online Battle Arena
Marcus,Hoelgaard,Ace,dk,734369.52,Dota 2,Multiplayer Online Battle Arena
Hock Chuan,Wong,ChuaN,my,714049.53,Dota 2,Multiplayer Online Battle Arena
Kuku,Palad,KuKU,ph,710464.63,Dota 2,Multiplayer Online Battle Arena
Xinzhou,Liu,garder,cn,705536.2,Dota 2,Multiplayer Online Battle Arena
Jonathan,Berg,Loda,se,698363.52,Dota 2,Multiplayer Online Battle Arena
Zezhi,Chen,Xz,cn,692327.42,Dota 2,Multiplayer Online Battle Arena
Jerry,Lundqvist,EGM,se,679039.12,Dota 2,Multiplayer Online Battle Arena
Oleksandr,Dashkevych,XBOCT,ua,661271.48,Dota 2,Multiplayer Online Battle Arena
Jiwei,Huang,Shiki,cn,653514.33,Dota 2,Multiplayer Online Battle Arena
Joakim,Akterhall,Akke,se,643143.08,Dota 2,Multiplayer Online Battle Arena
Pan,Yi,Fade,cn,641178.98,Dota 2,Multiplayer Online Battle Arena
Henrik,Ahnberg,AdmiralBulldog,se,638938.79,Dota 2,Multiplayer Online Battle Arena
Marc Polo,Luis Fausto,Raven,ph,609393.1,Dota 2,Multiplayer Online Battle Arena
Yong Min,Kim,Febby,kr,602221.88,Dota 2,Multiplayer Online Battle Arena
Yongzheng,He,Inflame,cn,601854.15,Dota 2,Multiplayer Online Battle Arena
Cong,Ding,Dy,cn,594922.51,Dota 2,Multiplayer Online Battle Arena
Sunyeob,Kim,QO,kr,591322.79,Dota 2,Multiplayer Online Battle Arena
Artem,Barshack,fng,by,591271.39,Dota 2,Multiplayer Online Battle Arena
Noah,Pyo,MP,kr,591176.77,Dota 2,Multiplayer Online Battle Arena
Sang Hyeok,Lee,Faker,kr,1257615.87,League of Legends,Multiplayer Online Battle Arena
Ho Seong,Lee,Duke,kr,954620.62,League of Legends,Multiplayer Online Battle Arena
Jun Sik,Bae,Bang,kr,915451.46,League of Legends,Multiplayer Online Battle Arena
Jae Wan,Lee,Wolf,kr,913084.7,League of Legends,Multiplayer Online Battle Arena
Seong Ung,Bae,Bengi,kr,810683.0,League of Legends,Multiplayer Online Battle Arena
Wen Bo,Yu,JackeyLove,cn,682248.64,League of Legends,Multiplayer Online Battle Arena
Eui Jin,Song,Rookie,kr,610445.7,League of Legends,Multiplayer Online Battle Arena
Zhen Ning,Gao,Ning,cn,566607.87,League of Legends,Multiplayer Online Battle Arena
Sun Gu,Kang,Blank,kr,559518.75,League of Legends,Multiplayer Online Battle Arena
Jo,Yong-in,CoreJJ,kr,556087.84,League of Legends,Multiplayer Online Battle Arena
Chan Yong,Kang,Ambition,kr,553234.2,League of Legends,Multiplayer Online Battle Arena
Liu Yi,Wang,Baolan,cn,548235.82,League of Legends,Multiplayer Online Battle Arena
Zihao,Jian,Uzi,cn,545447.56,League of Legends,Multiplayer Online Battle Arena
Hau Hsuan,Hung,Karsa,tw,538926.12,League of Legends,Multiplayer Online Battle Arena
Dong Geun,Kang,TheShy,kr,538444.86,League of Legends,Multiplayer Online Battle Arena
Se Hyeong,Cho,Mata,kr,533979.52,League of Legends,Multiplayer Online Battle Arena
Jae Hyuk,Park,Ruler,kr,526957.64,League of Legends,Multiplayer Online Battle Arena
Jung,Eon-yeong,Impact,kr,515306.14,League of Legends,Multiplayer Online Battle Arena
Yuan Hao,Li,xiaohu,cn,507800.58,League of Legends,Multiplayer Online Battle Arena
Seong Jin,Lee,CuVee,kr,488379.08,League of Legends,Multiplayer Online Battle Arena
Min Ho,Lee,Crown,kr,483747.81,League of Legends,Multiplayer Online Battle Arena
Wang Ho,Han,Peanut,kr,479060.15,League of Legends,Multiplayer Online Battle Arena
Shi Yu,Liu,Mlxg,cn,472216.01,League of Legends,Multiplayer Online Battle Arena
Luka,Perković,PerkZ,hr,471280.47,League of Legends,Multiplayer Online Battle Arena
Kai,Ming,ClearLove,cn,471086.78,League of Legends,Multiplayer Online Battle Arena
Rasmus,Winther,Caps,dk,458259.05,League of Legends,Multiplayer Online Battle Arena
Won Seok,Heo,PawN,kr,440580.94,League of Legends,Multiplayer Online Battle Arena
Martin,Larsson,Rekkles,se,438830.14,League of Legends,Multiplayer Online Battle Arena
Paul,Boyer,sOAZ,fr,422314.79,League of Legends,Multiplayer Online Battle Arena
Hyuk Kyu,Kim,Deft,kr,409144.64,League of Legends,Multiplayer Online Battle Arena
Marcin,Jankowski,Jankos,pl,403320.75,League of Legends,Multiplayer Online Battle Arena
Sen Ming,Shi,Ming,cn,379664.5,League of Legends,Multiplayer Online Battle Arena
Jong In,Kim,PraY,kr,374778.08,League of Legends,Multiplayer Online Battle Arena
Jun Ze,Yan,letme,cn,360201.28,League of Legends,Multiplayer Online Battle Arena
Min Seung,Kang,Haru,kr,348691.73,League of Legends,Multiplayer Online Battle Arena
Seung Hoon,Heo,Huni,kr,347699.25,League of Legends,Multiplayer Online Battle Arena
Hyeong Seok,Jang,Looper,kr,346307.48,League of Legends,Multiplayer Online Battle Arena
Ye,Tian,Meiko,cn,337832.12,League of Legends,Multiplayer Online Battle Arena
Shuo Jie,Hu,SwordArt,tw,337163.36,League of Legends,Multiplayer Online Battle Arena
Martin,Hansen,Wunder,dk,336306.24,League of Legends,Multiplayer Online Battle Arena
Tae Sang,Kim,doinb,kr,330849.29,League of Legends,Multiplayer Online Battle Arena
Beom Hyeon,Kang,GorillA,kr,329318.02,League of Legends,Multiplayer Online Battle Arena
Zdravec,Gulubov,Hylissang,bg,325910.24,League of Legends,Multiplayer Online Battle Arena
Seung Bin,Gu,imp,kr,318379.81,League of Legends,Multiplayer Online Battle Arena
Mads,Brock-Pedersen,Broxah,dk,313654.08,League of Legends,Multiplayer Online Battle Arena
Peter,Peng,Doublelift,us,306475.81,League of Legends,Multiplayer Online Battle Arena
Kyung Ho,Song,Smeb,kr,300818.81,League of Legends,Multiplayer Online Battle Arena
Gabriël,Rau,Bwipo,be,287279.5,League of Legends,Multiplayer Online Battle Arena
Bo Wei,Cheng,bebe,tw,286115.32,League of Legends,Multiplayer Online Battle Arena
Zachary,Scuderi,Sneaky,us,282456.48,League of Legends,Multiplayer Online Battle Arena
In Kyu,Choi,DanDy,kr,281150.19,League of Legends,Multiplayer Online Battle Arena
Wei Xiang,Lin,Lwx,cn,271901.75,League of Legends,Multiplayer Online Battle Arena
Tian Liang,Gao,Tian,cn,268282.03,League of Legends,Multiplayer Online Battle Arena
Seo Haeng,Lee,kurO,kr,267646.88,League of Legends,Multiplayer Online Battle Arena
Han Saem,Kim,GimGoon,kr,266509.03,League of Legends,Multiplayer Online Battle Arena
Qing Song,Liu,Crisp,cn,265601.98,League of Legends,Multiplayer Online Battle Arena
Gwang Jin,Chae,Piglet,kr,265429.15,League of Legends,Multiplayer Online Battle Arena
Nicolaj,Jensen,Jensen,dk,265283.06,League of Legends,Multiplayer Online Battle Arena
Yang,Tong,Koro1,cn,260755.41,League of Legends,Multiplayer Online Battle Arena
Jake,Puchero,Xmithie,ph,260170.9,League of Legends,Multiplayer Online Battle Arena
Dennis,Johnsen,Svenskeren,dk,257257.41,League of Legends,Multiplayer Online Battle Arena
Jeong Hyeon,Lee,PoohManDu,kr,256771.39,League of Legends,Multiplayer Online Battle Arena
Alfonso,Aguirre Rodriguez,Mithy,es,252718.89,League of Legends,Multiplayer Online Battle Arena
Jesper,Svenningsen,Zven,dk,250580.01,League of Legends,Multiplayer Online Battle Arena
Søren,Bjerg,Bjergsen,dk,250222.7,League of Legends,Multiplayer Online Battle Arena
Ji Hoon,Lee,Easyhoon,kr,249497.86,League of Legends,Multiplayer Online Battle Arena
Ye Chan,Lee,Scout,kr,242290.45,League of Legends,Multiplayer Online Battle Arena
Yi Tang,Huang,Maple,tw,240437.63,League of Legends,Multiplayer Online Battle Arena
Dong Ha,Kim,Khan,kr,232418.28,League of Legends,Multiplayer Online Battle Arena
Kyung Sup,Yoon,Zero,kr,229438.65,League of Legends,Multiplayer Online Battle Arena
June Tsan,Wang,Stanley,tw,225522.01,League of Legends,Multiplayer Online Battle Arena
Kurtis Wai Kin,Lau,Toyz,hk,224722.01,League of Legends,Multiplayer Online Battle Arena
Mihael,Mehle,Mikyx,si,220292.5,League of Legends,Multiplayer Online Battle Arena
Gyeong Hwan,Jang,MaRin,kr,219660.3,League of Legends,Multiplayer Online Battle Arena
Kuan Po,Sung,Lilballz,tw,217429.72,League of Legends,Multiplayer Online Battle Arena
Hui Chung,Chen,MiSTakE,tw,216539.83,League of Legends,Multiplayer Online Battle Arena
Han Wei,Su,xiye,cn,206587.79,League of Legends,Multiplayer Online Battle Arena
Yu Hao,Chen,Mouse,cn,198089.09,League of Legends,Multiplayer Online Battle Arena
Zhihao,Liu,Zzitai,cn,191889.12,League of Legends,Multiplayer Online Battle Arena
Sung Joon,Jin,Mystic,kr,189265.81,League of Legends,Multiplayer Online Battle Arena
Dong Bin,Go,Score,kr,185512.99,League of Legends,Multiplayer Online Battle Arena
Sang Ook,Yoo,Ryu,kr,184100.69,League of Legends,Multiplayer Online Battle Arena
Bora,Kim,YellOwStaR,fr,183976.33,League of Legends,Multiplayer Online Battle Arena
Bo Seong,Gwak,Bdd,kr,182877.42,League of Legends,Multiplayer Online Battle Arena
Jason,Tran,WildTurtle,ca,182066.13,League of Legends,Multiplayer Online Battle Arena
Ding,Zhuo,Knight,cn,180858.29,League of Legends,Multiplayer Online Battle Arena
Gang Yun,Kim,Trick,kr,177780.23,League of Legends,Multiplayer Online Battle Arena
Yu Hung,Lu,Betty,tw,177478.08,League of Legends,Multiplayer Online Battle Arena
Su,Heo,ShowMaker,kr,177331.43,League of Legends,Multiplayer Online Battle Arena
Ha Gwon,Jang,Nuguri,kr,176983.88,League of Legends,Multiplayer Online Battle Arena
Geon Bu,Kim,Canyon,kr,174361.72,League of Legends,Multiplayer Online Battle Arena
Jia Hao,Bai,369,cn,173098.69,League of Legends,Multiplayer Online Battle Arena
Geon Hee,Cho,BeryL,kr,170911.34,League of Legends,Multiplayer Online Battle Arena
Dong Wook,Lee,LokeN,kr,170679.58,League of Legends,Multiplayer Online Battle Arena
Enrique,Cedeño Martinez,xPeke,es,166127.4,League of Legends,Multiplayer Online Battle Arena
Dae Han,Gi,Expect,kr,165169.85,League of Legends,Multiplayer Online Battle Arena
Zhuojun,Feng,Fzzf,cn,164821.18,League of Legends,Multiplayer Online Battle Arena
Ren Jie,Xiang,Condi,cn,161938.75,League of Legends,Multiplayer Online Battle Arena
Petter,Freyschuss,Hjärnan,se,160818.8,League of Legends,Multiplayer Online Battle Arena
Chang Yu,Ke,957,cn,159402.36,League of Legends,Multiplayer Online Battle Arena
Kyle,Giersdorf,Bugha,us,3141395.05,Fortnite,Battle Royale
David,Wang,Aqua,at,1923774.23,Fortnite,Battle Royale
Harrison,Chang,psalm,us,1873138.8,Fortnite,Battle Royale
Emil,Bergquist Pedersen,Nyhrox,no,1536845.69,Fortnite,Battle Royale
Shane,Cotton,EpikWhale,us,1349767.32,Fortnite,Battle Royale
Jaden,Ashman,Wolfiez,gb,1331128.07,Fortnite,Battle Royale
Dave,Jong,Rojo,nl,1213576.66,Fortnite,Battle Royale
Nate,Kou,Kreo,hk,1200043.07,Fortnite,Battle Royale
