Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
John Farrow Cotton,M,29.0,183.0,86.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
"William ""Billy"" Cottrill",M,23.0,167.0,59.0,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 3,000 metres, Team",Bronze
"William ""Billy"" Cottrill",M,23.0,167.0,59.0,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Team",Bronze
"Angela Denise Coughlan (-Arusoo, -Sharp)",F,16.0,168.0,59.0,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Natalie Anne Coughlin (-Hall),F,21.0,173.0,63.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Freestyle,Bronze
Natalie Anne Coughlin (-Hall),F,21.0,173.0,63.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Natalie Anne Coughlin (-Hall),F,21.0,173.0,63.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Natalie Anne Coughlin (-Hall),F,21.0,173.0,63.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Backstroke,Gold
Natalie Anne Coughlin (-Hall),F,21.0,173.0,63.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Natalie Anne Coughlin (-Hall),F,25.0,173.0,63.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,Bronze
Natalie Anne Coughlin (-Hall),F,25.0,173.0,63.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Natalie Anne Coughlin (-Hall),F,25.0,173.0,63.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
Natalie Anne Coughlin (-Hall),F,25.0,173.0,63.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,Gold
Natalie Anne Coughlin (-Hall),F,25.0,173.0,63.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
Natalie Anne Coughlin (-Hall),F,25.0,173.0,63.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Natalie Anne Coughlin (-Hall),F,29.0,173.0,63.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Melvin Grant ""Mel"" Counts",M,22.0,213.0,102.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
Charle Cournoyer,M,22.0,173.0,68.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze
Didier Courrges,M,44.0,171.0,65.0,France,FRA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
"Jacques ""Jacky"" Courtillat",M,21.0,169.0,68.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",Bronze
"Thomas William ""Tom"" Courtney",M,23.0,188.0,81.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 800 metres,Gold
"Thomas William ""Tom"" Courtney",M,23.0,188.0,81.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
DeMarcus Amir Cousins,M,25.0,210.0,122.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
Robin John Cousins,M,22.0,183.0,66.0,Great Britain,GBR,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Men's Singles,Gold
James Couttet,M,26.0,168.0,67.0,France,FRA,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Men's Slalom,Silver
James Couttet,M,26.0,168.0,67.0,France,FRA,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Men's Combined,Bronze
Alicia Jayne Coutts,F,24.0,176.0,69.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Alicia Jayne Coutts,F,24.0,176.0,69.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Alicia Jayne Coutts,F,24.0,176.0,69.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,Bronze
Alicia Jayne Coutts,F,24.0,176.0,69.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,Silver
Alicia Jayne Coutts,F,24.0,176.0,69.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Russell Coutts,M,22.0,179.0,85.0,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed One Person Dinghy,Gold
Alberto Cova,M,25.0,176.0,58.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Gold
Gheorghe Covaciu,M,27.0,188.0,86.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Bronze
Serghei Covaliov,M,23.0,172.0,75.0,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Serghei Covaliov,M,27.0,172.0,75.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
Mihai Claudiu Covaliu,M,22.0,181.0,73.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Sabre, Individual",Gold
Mihai Claudiu Covaliu,M,30.0,181.0,73.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Individual",Bronze
Mark Covell,M,32.0,201.0,130.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Two Person Keelboat,Silver
Kirsty Leigh Coventry (-Seward),F,20.0,176.0,64.0,Zimbabwe,ZIM,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Backstroke,Silver
Kirsty Leigh Coventry (-Seward),F,20.0,176.0,64.0,Zimbabwe,ZIM,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Backstroke,Gold
Kirsty Leigh Coventry (-Seward),F,20.0,176.0,64.0,Zimbabwe,ZIM,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
Kirsty Leigh Coventry (-Seward),F,24.0,176.0,64.0,Zimbabwe,ZIM,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,Silver
Kirsty Leigh Coventry (-Seward),F,24.0,176.0,64.0,Zimbabwe,ZIM,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Backstroke,Gold
Kirsty Leigh Coventry (-Seward),F,24.0,176.0,64.0,Zimbabwe,ZIM,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Individual Medley,Silver
Kirsty Leigh Coventry (-Seward),F,24.0,176.0,64.0,Zimbabwe,ZIM,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Individual Medley,Silver
"Patrick ""Pat"" Cowdell",M,22.0,143.0,54.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Bantamweight,Bronze
"Donald John ""Don"" Cowie",M,30.0,184.0,103.0,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Keelboat,Silver
"Gillian ""Gill"" Cowley",F,25.0,168.0,55.0,Zimbabwe,ZIM,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Gold
Alison Cox,F,25.0,182.0,83.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Silver
J'den Michael Tbory Cox,M,21.0,180.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
Lionel Cox,M,31.0,185.0,74.0,Belgium,BEL,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver
Rohanee Cox,F,27.0,182.0,83.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver
Stephanie Renee Cox (Lopez-),F,22.0,168.0,61.0,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
"Annemarie Josefina ""Anna"" Cox-Wood",F,22.0,171.0,64.0,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
"Annemarie Josefina ""Anna"" Cox-Wood",F,29.0,171.0,64.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
John K. Coyle,M,25.0,183.0,77.0,United States,USA,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
Colleen Coyne,F,26.0,160.0,59.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Kendall Coyne,F,21.0,157.0,57.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Paolo Alfredo Cozzi,M,24.0,200.0,86.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Silver
Ren Crabos,M,21.0,167.0,68.0,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Silver
James Edward Cracknell,M,28.0,192.0,100.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Gold
James Edward Cracknell,M,32.0,192.0,100.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Gold
Brian John Crago,M,34.0,171.0,67.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
"Marion Elizabeth ""Betty"" Craig (-Eaton)",F,26.0,170.0,61.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxless Pairs,Silver
"William Norval ""Bill"" Craig",M,19.0,180.0,77.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
"James Downey ""Jim"" Craig",M,22.0,185.0,86.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
"Kameryn Louise ""Kami"" Craig",F,21.0,181.0,88.0,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Silver
"Kameryn Louise ""Kami"" Craig",F,25.0,181.0,88.0,United States,USA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
"Kameryn Louise ""Kami"" Craig",F,29.0,181.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
Ralph Cook Craig,M,22.0,182.0,73.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,Gold
Ralph Cook Craig,M,22.0,182.0,73.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,Gold
"Stephen ""Steve"" Cram",M,23.0,186.0,69.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Silver
George Kelly Cramne (-Scott),M,21.0,172.0,60.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,Silver
Toller Shalitoe Montague Cranston,M,26.0,172.0,68.0,Canada,CAN,1976 Winter,1976,Winter,Innsbruck,Figure Skating,Figure Skating Men's Singles,Bronze
Sal Craviotto Rivero,M,23.0,192.0,98.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
Sal Craviotto Rivero,M,27.0,192.0,98.0,Spain,ESP,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Silver
Sal Craviotto Rivero,M,31.0,192.0,98.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Bronze
Sal Craviotto Rivero,M,31.0,192.0,98.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold
Chandra Crawford,F,22.0,175.0,68.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Sprint,Gold
Dean Crawford,M,26.0,187.0,92.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Gold
Hasely Joachim Crawford,M,25.0,187.0,90.0,Trinidad and Tobago,TTO,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,Gold
Shannon Crawford,F,28.0,173.0,74.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Gold
Shawn Crawford,M,26.0,181.0,86.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,Gold
Shawn Crawford,M,26.0,181.0,86.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Shawn Crawford,M,30.0,181.0,86.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,Silver
Yunaika Crawford Rogert,F,21.0,164.0,78.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Hammer Throw,Bronze
David William Crawshay,M,28.0,191.0,89.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Gold
Mark James Crear,M,27.0,186.0,79.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,Silver
Mark James Crear,M,31.0,186.0,79.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,Bronze
Margalida Cresp Jaume,F,21.0,170.0,55.0,Spain,ESP,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
Hernn Jorge Crespo,M,21.0,184.0,80.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Silver
Jean-Luc Crtier,M,31.0,185.0,93.0,France,FRA,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Downhill,Gold
"Christopher ""Chris"" Creveling",M,27.0,178.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
Ji Crha,M,25.0,181.0,76.0,Czechoslovakia,TCH,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Sebastian Eduardo Crismanich,M,25.0,183.0,79.0,Argentina,ARG,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Welterweight,Gold
Ernesto Rubn Cristaldo Santa Cruz,M,20.0,180.0,75.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
Cristiane Rozeira de Souza Silva,F,19.0,176.0,69.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
Cristiane Rozeira de Souza Silva,F,23.0,176.0,69.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
Pierpaolo Cristofori,M,28.0,180.0,72.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Ian Lowell Crocker,M,18.0,193.0,86.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Ian Lowell Crocker,M,21.0,193.0,86.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Ian Lowell Crocker,M,21.0,193.0,86.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Butterfly,Silver
Ian Lowell Crocker,M,21.0,193.0,86.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Ian Lowell Crocker,M,25.0,193.0,86.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Rita Louise Crockett (-Buck),F,26.0,174.0,64.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Women's Volleyball,Silver
June Alexandra Croft,F,17.0,170.0,60.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
June Alexandra Croft,F,21.0,170.0,60.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Freestyle,Bronze
Dirk Crois,M,23.0,184.0,87.0,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Double Sculls,Silver
Robin Croker,M,22.0,174.0,64.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Norma Wilson Croker-Fleming,F,22.0,173.0,61.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Seymour Legrand ""Sy"" Cromwell, II",M,30.0,193.0,89.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Double Sculls,Silver
Philipp Crone,M,27.0,173.0,82.0,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
Kylie Cronk,F,24.0,169.0,58.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
"Edward ""Eddie"" Crook, Jr.",M,31.0,172.0,74.0,United States,USA,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Middleweight,Gold
Charmaine A. Crooks (-Thorsen),F,21.0,175.0,58.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
"Timothy John ""Tim"" Crooks",M,27.0,186.0,89.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,Silver
"Andrew ""Andy"" Crosby",M,26.0,198.0,90.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Gold
Sidney Patrick Crosby,M,22.0,180.0,90.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Sidney Patrick Crosby,M,26.0,180.0,90.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Emily Ruth Cross,F,21.0,165.0,57.0,United States,USA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Silver
Kendall Duane Cross,M,28.0,170.0,57.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
Martin Patrick Cross,M,23.0,187.0,89.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,Bronze
Martin Patrick Cross,M,27.0,187.0,89.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Gold
"Samuel Thomas ""Sam"" Cross",M,23.0,191.0,103.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
Tara Lavell Cross-Battle,F,23.0,182.0,76.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Bronze
Mervyn Richard Crossman,M,29.0,175.0,84.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze
Daniele Crosta,M,30.0,180.0,70.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Foil, Team",Bronze
Giancarlo Crosta,M,26.0,182.0,86.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Silver
"William Frederick ""Bill"" Crothers",M,23.0,183.0,71.0,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 800 metres,Silver
Will Crothers,M,25.0,195.0,95.0,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
Ryan Crouser,M,23.0,201.0,125.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Gold
"Tamara ""Tammy"" Crow (-DeClercq)",F,27.0,160.0,48.0,United States,USA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
"Kimberley ""Kim"" Crow-Brennan",F,26.0,188.0,74.0,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Single Sculls,Bronze
"Kimberley ""Kim"" Crow-Brennan",F,26.0,188.0,74.0,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Double Sculls,Silver
"Kimberley ""Kim"" Crow-Brennan",F,30.0,188.0,74.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,Gold
Jrgen Croy,M,25.0,186.0,85.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Bronze
Jrgen Croy,M,29.0,186.0,85.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Gold
Maurits Bourgon Crucq,M,20.0,187.0,79.0,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Bronze
Maurits Bourgon Crucq,M,28.0,187.0,79.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Gold
Carolyn Crudgington,F,27.0,168.0,67.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze
Robert Gordon Cruickshank,M,29.0,190.0,108.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Andr Alves da Cruz,M,19.0,172.0,70.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Silver
Anna Cruz Lebrato,F,29.0,176.0,60.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
Eglis Yaima Cruz Farfn,F,28.0,159.0,63.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze
Joaquim Carvalho Cruz,M,21.0,187.0,74.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,Gold
Joaquim Carvalho Cruz,M,25.0,187.0,74.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,Silver
Mlton Cruz,M,26.0,178.0,67.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Silver
Aleksandra Crvendaki,F,20.0,187.0,76.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
Ibolya Csk (-Kdr),F,21.0,166.0,58.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's High Jump,Gold
Jzsef Csk,M,25.0,168.0,66.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Lightweight,Silver
Gyrgy Csnyi,M,30.0,177.0,68.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Gbor Csap,M,25.0,198.0,103.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Gold
Gbor Csap,M,29.0,198.0,103.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Bronze
Gza Csap,M,21.0,183.0,82.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
Gza Csap,M,25.0,183.0,82.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
Gnther Csar,M,21.0,180.0,72.0,Austria,AUT,1988 Winter,1988,Winter,Calgary,Nordic Combined,Nordic Combined Men's Team,Bronze
Mnika Csszr,F,17.0,166.0,55.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Jzsef Csatri,M,24.0,185.0,100.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
Jzsef Csatri,M,28.0,185.0,100.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
"Lszl Cseh, Jr.",M,18.0,188.0,83.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
"Lszl Cseh, Jr.",M,22.0,188.0,83.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Butterfly,Silver
"Lszl Cseh, Jr.",M,22.0,188.0,83.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,Silver
"Lszl Cseh, Jr.",M,22.0,188.0,83.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 400 metres Individual Medley,Silver
