Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Keshia Chantay Baker (-Kirtz),F,24.0,170.0,62.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Laurie Baker (-Mutch),F,21.0,170.0,61.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Laurie Baker (-Mutch),F,25.0,170.0,61.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Mashu Baker,M,21.0,178.0,90.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Gold
Shakira Baker,F,24.0,172.0,89.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
Walter Thane Baker,M,20.0,183.0,72.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,Silver
Walter Thane Baker,M,25.0,183.0,72.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,Silver
Walter Thane Baker,M,25.0,183.0,72.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,Bronze
Walter Thane Baker,M,25.0,183.0,72.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
"Vincent Lamont ""Vin"" Baker",M,28.0,207.0,109.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
Jill Bakken (-Linder),F,25.0,167.0,65.0,United States-2,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Women's Two,Gold
Billy Pierre Bakker,M,23.0,188.0,82.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
Glenys Bakker,F,43.0,170.0,73.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Bronze
Pl Bak,M,26.0,180.0,72.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
Zoltn Bak,M,24.0,190.0,80.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
Niki Bakogianni,F,28.0,170.0,52.0,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's High Jump,Silver
Pter Bakonyi (Buchwald-),M,30.0,183.0,71.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team",Bronze
Pter Bakonyi (Buchwald-),M,34.0,183.0,71.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Sabre, Team",Bronze
Kroly Bakos,M,25.0,171.0,75.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Middleweight,Bronze
"Ani Stoyanova ""Anka"" Bakova",F,23.0,175.0,75.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
Vladimir Nikolayevich Bakulin,M,29.0,156.0,52.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
Nicolas Bal,M,19.0,180.0,73.0,France,FRA,1998 Winter,1998,Winter,Nagano,Nordic Combined,Nordic Combined Men's Team,Bronze
Hanna Serhivna Balabanova (Nepitaieva-),F,34.0,178.0,72.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
Roberto Balado Mndez,M,23.0,171.0,91.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Super-Heavyweight,Gold
Georgiy Ruslanovich Balakshin,M,28.0,161.0,51.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Flyweight,Bronze
Anioara Blan-Dobre,F,22.0,176.0,71.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Quadruple Sculls,Bronze
Anioara Blan-Dobre,F,26.0,176.0,71.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Quadruple Sculls,Silver
Dmitry Igorevich Balandin,M,21.0,195.0,85.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,Gold
Iolanda Bala (-Ster),F,23.0,185.0,72.0,Romania,ROU,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's High Jump,Gold
Iolanda Bala (-Ster),F,27.0,185.0,72.0,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's High Jump,Gold
Andrey Vasilyevich Balashov,M,30.0,175.0,93.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed One Person Dinghy,Silver
Andrey Vasilyevich Balashov,M,34.0,175.0,93.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed One Person Dinghy,Bronze
Roman Vladimirovich Balashov,M,23.0,192.0,96.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Silver
Roman Vladimirovich Balashov,M,27.0,192.0,96.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Bronze
Fulvio Balatti,M,22.0,185.0,88.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Fours,Bronze
Nikolay Fyodorovich Balboshin,M,27.0,188.0,100.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
Ledys Frank Balceiro Pajn,M,25.0,178.0,78.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
Ledys Frank Balceiro Pajn,M,29.0,178.0,78.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
Andrs Balcz,M,22.0,181.0,73.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Andrs Balcz,M,30.0,181.0,73.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
Andrs Balcz,M,30.0,181.0,73.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Andrs Balcz,M,34.0,181.0,73.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
Andrs Balcz,M,34.0,181.0,73.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
Helmts Balderis-Sildedzis,M,27.0,178.0,89.0,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Ubaldesco Baldi,M,32.0,185.0,82.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Shooting,Shooting Mixed Trap,Bronze
Andrea Baldini,M,26.0,175.0,70.0,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",Gold
Stefano Baldini,M,33.0,176.0,62.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,Gold
Giuseppe Baldo,M,22.0,169.0,66.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Gold
Marta Bald Marn,F,17.0,165.0,40.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Brita Pia Baldus,F,27.0,157.0,51.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Diving,Diving Women's Springboard,Bronze
"John Lee ""Johnny"" Baldwin",M,19.0,178.0,71.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Middleweight,Bronze
Ivano Bali,M,25.0,190.0,96.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Gold
Ivano Bali,M,33.0,190.0,96.0,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze
Lszl Blint,M,24.0,180.0,78.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Silver
Mirsad Balji,M,22.0,185.0,80.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Bronze
"Nikolaus ""Klaus"" Balkenhol",M,52.0,178.0,83.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
"Nikolaus ""Klaus"" Balkenhol",M,52.0,178.0,83.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
"Nikolaus ""Klaus"" Balkenhol",M,56.0,178.0,83.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Marcel Gerard Balkestein,M,31.0,180.0,77.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
Ashleigh Julia Ball,F,26.0,181.0,70.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
"Catherine Northcutt ""Catie"" Ball (-Condon)",F,17.0,170.0,58.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"James Allan ""Jimmy"" Ball",M,25.0,180.0,69.0,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,Silver
"James Allan ""Jimmy"" Ball",M,25.0,180.0,69.0,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
"James Allan ""Jimmy"" Ball",M,29.0,180.0,69.0,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Lloy James Ball,M,36.0,203.0,95.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
"Rudolf Victor ""Rudi"" Ball",M,20.0,163.0,63.0,Germany,GER,1932 Winter,1932,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Jzsef Balla,M,20.0,190.0,120.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
Jzsef Balla,M,24.0,190.0,120.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
Flicia Michele Sylviane Ballanger (-Vetu),F,25.0,168.0,70.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Women's Sprint,Gold
Flicia Michele Sylviane Ballanger (-Vetu),F,29.0,168.0,70.0,France,FRA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Sprint,Gold
Flicia Michele Sylviane Ballanger (-Vetu),F,29.0,168.0,70.0,France,FRA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's 500 metres Time Trial,Gold
Daniel Ballart Sans,M,19.0,178.0,73.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Silver
Daniel Ballart Sans,M,23.0,178.0,73.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Gold
Jos Luis Ballester Tuliesa,M,27.0,173.0,72.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Multihull,Gold
Ian Roy Ballinger,M,42.0,185.0,71.0,New Zealand,NZL,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Bronze
Darren Balmforth,M,27.0,178.0,70.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
Coralie Balmy,F,25.0,180.0,67.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
Ambrus Balogh,M,36.0,172.0,73.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze
Beatrix Balogh (-Csata),F,25.0,165.0,65.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Silver
Gbor Balogh,M,24.0,187.0,76.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
"Suzanne Elspeth ""Suzy"" Balogh",F,31.0,166.0,85.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Women's Trap,Gold
Stoyan Dimitrov Balov,M,28.0,168.0,59.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
Serhiy Pavlovych Baltacha,M,22.0,181.0,75.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,Bronze
"Samuel J. ""Sam"" Balter, Jr.",M,26.0,178.0,68.0,United States,USA,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Gold
Ramona Balthasar,F,24.0,177.0,71.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Gold
Frank Baltrusch,M,24.0,193.0,92.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Backstroke,Silver
Heiko Balz,M,22.0,168.0,99.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
Giorgio Bambini,M,23.0,192.0,81.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Heavyweight,Bronze
Clicien Alexandre Roger Bambuck,M,22.0,180.0,75.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Oana Mihaela Ban,F,18.0,139.0,36.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold
"Edward Joseph ""Ed"" Banach",M,24.0,177.0,90.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
Lou David Banach,M,24.0,183.0,95.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Ian A. Banbury,M,18.0,183.0,70.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
"Voldimars ""Valdemar"" Bandolowski",M,30.0,184.0,82.0,Denmark,DEN,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Three Person Keelboat,Gold
"Voldimars ""Valdemar"" Bandolowski",M,34.0,184.0,82.0,Denmark,DEN,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Gold
ver Maximiliano David Banega,M,20.0,175.0,73.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
Klra Bnfalvi-Fried,F,29.0,172.0,76.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
Bang Dae-Du,M,29.0,159.0,52.0,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Bronze
Jesper Bank,M,31.0,184.0,100.0,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Jesper Bank,M,35.0,184.0,100.0,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,Gold
Jesper Bank,M,43.0,184.0,100.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Gold
Carlos Delvis Banteux Surez,M,21.0,174.0,69.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Welterweight,Silver
"Michael Allen ""Mike"" Bantom",M,20.0,203.0,93.0,United States,USA,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,Silver
Kayla Banwarth,F,27.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
Bao Yingying,F,24.0,172.0,67.0,China,CHN,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Silver
Kirk Renaud Baptiste,M,22.0,184.0,79.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,Silver
Carina Br,F,22.0,185.0,75.0,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Silver
Carina Br,F,26.0,185.0,75.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Gold
Enik Barabs-Mironcic,F,22.0,181.0,74.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
Samir Bara,M,38.0,188.0,95.0,Croatia,CRO,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
Silvio Sergio Baracchini,M,25.0,176.0,77.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Silver
Xavier Barachet,M,23.0,195.0,95.0,France,FRA,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold
Tullio Baraglia,M,26.0,188.0,87.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Silver
Tullio Baraglia,M,34.0,188.0,87.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Fours,Bronze
Primo Baran,M,25.0,179.0,76.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Pairs,Gold
Vilikton Innokentyevich Barannikov,M,26.0,160.0,60.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Lightweight,Silver
Sergey Andreyevich Baranov,M,23.0,208.0,94.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
Nataliya Ivanovna Baranova (Masolkina-),F,30.0,172.0,65.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
Yelena Viktorovna Baranova,F,20.0,192.0,80.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Women's Basketball,Gold
Yelena Viktorovna Baranova,F,32.0,192.0,80.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
rpd Brny,M,33.0,171.0,59.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",Gold
Pawe Baraszkiewicz,M,23.0,174.0,86.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
Samuel Ren Louis Barathay,M,28.0,185.0,86.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,Bronze
Yevgeny Aleksandrovich Barbakov,M,26.0,188.0,94.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,Silver
Brbara Seixas de Freitas,F,29.0,178.0,67.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver
Brbara Micheline do Monte Barbosa,F,20.0,171.0,71.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
Darren Barber,M,23.0,193.0,98.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Gold
Paul Jason Barber,M,29.0,189.0,85.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Bronze
Paul Jason Barber,M,33.0,189.0,85.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Gold
Ernest Barberolle,M,58.0,156.0,56.0,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Pairs,Silver
Ren Barbier,M,37.0,175.0,70.0,France,FRA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Silver
Kazimierz Zygfryd Barburski,M,26.0,180.0,77.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's epee, Team",Bronze
"Raymond James ""Ray"" Barbuti",M,22.0,183.0,82.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,Gold
"Raymond James ""Ray"" Barbuti",M,22.0,183.0,82.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
David Roberto Brcena Ros,M,38.0,173.0,73.0,Mexico,MEX,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Edward Barcik,M,22.0,178.0,72.0,Poland,POL,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
Georgina Bardach Martin,F,20.0,172.0,63.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
Anders Bardal,M,27.0,186.0,60.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
Anders Bardal,M,31.0,186.0,60.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
Brian David Barden,M,27.0,180.0,86.0,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
Anne-Lise Bardet,F,30.0,169.0,58.0,France,FRA,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Bronze
Danio Bardi,M,23.0,180.0,76.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Gold
Sndor Istvn Brdosi,M,23.0,173.0,85.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
Mara del Carmen Barea Cobos,F,25.0,164.0,56.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Gold
Fredy Jos Bareiro Gamarra,M,22.0,179.0,77.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
Olesya Ivanovna Barel,F,28.0,190.0,78.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Bronze
Andrea Bari,M,32.0,184.0,80.0,Italy,ITA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Bronze
Yury Viktorovich Barinov,M,25.0,173.0,71.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Road Race, Individual",Bronze
Sonja Barjaktarovi,F,25.0,180.0,74.0,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver
Oleksiy Stepanovych Barkalov,M,22.0,180.0,82.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,Silver
Oleksiy Stepanovych Barkalov,M,26.0,180.0,82.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Gold
Oleksiy Stepanovych Barkalov,M,34.0,180.0,82.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
"Clifford Eugene ""Cliff"" Barker",M,27.0,188.0,84.0,United States,USA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Gold
Elinor Jane Barker,F,21.0,168.0,56.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold
Ian Dallas Barker,M,34.0,183.0,76.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Skiff,Silver
Charles Wade Barkley,M,29.0,198.0,114.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Gold
Charles Wade Barkley,M,33.0,198.0,114.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Gold
Jane Louise Barkman (-Brown),F,17.0,169.0,61.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,Bronze
Jane Louise Barkman (-Brown),F,17.0,169.0,61.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Jane Louise Barkman (-Brown),F,20.0,169.0,61.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Aleksander Barkov,M,18.0,190.0,91.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
"Donald Argee ""Don"" Barksdale",M,25.0,198.0,91.0,United States,USA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Gold
Bernd Barleben,M,20.0,183.0,79.0,Germany,GER,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Valrie Gisele Angele Barlois-Mevel-Leroux,F,27.0,165.0,53.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's epee, Individual",Silver
Valrie Gisele Angele Barlois-Mevel-Leroux,F,27.0,165.0,53.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's epee, Team",Gold
Sulo Richard Brlund,M,26.0,186.0,87.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Shot Put,Silver
Petr Barna,M,25.0,165.0,65.0,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Men's Singles,Bronze
"Arthur ""Art"" Barnard",M,23.0,180.0,77.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 110 metres Hurdles,Bronze
Vladimir Mikhaylovich Barnashov,M,28.0,178.0,77.0,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Harrison Bryce Jordan Barnes,M,24.0,203.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
"Velvet James ""Jim"" Barnes",M,23.0,201.0,109.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
